# Pointing,RA,DEC,integration time, IDs
P322+66,322.922408333,65.73872,0.0,None
P121+52,121.998583333,51.9373225,0.0,None
P029+21,29.9985,21.1440280556,0.0,None
P322+61,322.407275,60.7172972222,0.0,None
P272+25,272.8492125,25.1971777778,0.0,None
P094+72,94.9280458333,71.8312052778,0.0,None
P350+43,350.534529167,43.3920963889,0.0,None
P258+25,258.550658333,25.0992708333,0.0,None
P237+43,237.372920833,42.5343733333,8.02, 387583
P072+34,72.7870958333,34.0376786111,0.0,None
P018+16,18.039375,16.0214527778,0.0,None
P072+32,72.8817458333,31.5284586111,0.0,None
P044+39,44.0396166667,38.8312597222,0.0,None
P090+64,90.2718458333,64.2767027778,0.0,None
P102+64,102.226120833,64.3574352778,0.0,None
P102+62,102.666345833,61.8518544444,0.0,None
P289+10,289.55485,10.2588330556,0.0,None
P289+15,289.330745833,15.2774133333,0.0,None
P343+78,343.957641667,78.4482536111,0.0,None
P250+33,250.072666667,32.5739763889,0.0,None
P251+45,251.202908333,45.1301336111,0.0,None
P273+30,273.037354167,30.2184733333,0.0,None
P037+19,37.6726083333,18.6985316667,0.0,None
P233+35,233.056345833,34.9792041667,0.0,None
P113+24,113.25175,24.27604,0.0,None
P357+43,357.663583333,43.4542777778,0.0,None
P344+51,344.925941667,50.8723927778,0.0,None
P353+16,353.812229167,15.8107480556,0.0,None
P164+55,164.633033333,54.685135,8.68, 259781
P097+39,97.3682625,39.2322005556,0.0,None
P285+18,285.937920833,17.7620530556,0.0,None
P097+34,97.8058708333,34.2154569444,0.0,None
P169+12,169.711195833,12.0452686111,0.0,None
P353+18,353.99875,18.3224758333,0.0,None
P097+32,97.201175,31.7014733333,0.0,None
P236+63,236.103958333,62.6007041667,8.03, 560351
P351+18,351.2692375,18.2987436111,0.0,None
P186+22,186.0265375,22.1709094444,0.0,None
P119+02,119.0549125,1.72105,0.0,None
P242+85,242.696291667,85.1402263889,0.0,None
P333+41,333.709075,40.7370813889,0.0,None
P045+36,45.02075,36.3294438889,0.0,None
P119+62,119.165920833,61.9562702778,0.0,None
P242+17,242.484354167,17.466385,0.0,None
P184+67,184.882866667,67.3339577778,8.01, 578043
P333+48,333.361804167,48.2633,0.0,None
P259+48,259.889425,47.6966055556,0.0,None
P026+34,26.0289416667,33.66037,8.01, 565293
P144+65,144.328004167,64.6105958333,8.01, 562063
P144+67,144.7166125,67.1206797222,0.0,None
P134+39,134.1951125,39.4611738889,0.0,None
P304+66,304.065729167,65.5843563889,0.0,None
P118+67,118.142733333,66.9664591667,0.0,None
P136+19,136.272879167,19.3936572222,0.0,None
P071+21,71.6784583333,21.4793986111,0.0,None
P071+26,71.0426708333,26.4946919444,0.0,None
P188+02,188.983125,2.10560222222,0.0,None
P207+17,207.226008333,17.2634080556,0.0,None
P270+70,270.9217375,70.3508027778,0.0,None
P136+14,136.717675,14.3760508333,0.0,None
P136+17,136.818183333,16.8867072222,0.0,None
P286+13,286.3159,12.7446455556,0.0,None
P277+08,277.320541667,7.65838777778,0.0,None
P286+10,286.924375,10.2390483333,0.0,None
P269+60,269.80055,60.3105411111,0.0,None
P269+63,269.997916667,62.8205911111,0.0,None
P173+55,173.5974375,54.7323888889,8.68, 260317
P312+51,312.203541667,50.5958919444,0.0,None
P254+05,254.380166667,4.99110138889,0.0,None
P045+19,45.8726583333,18.766345,0.0,None
P145+32,145.965866667,31.9979466667,0.0,None
P111+67,111.526379167,66.9253636111,8.01, 560197
P335+68,335.733304167,68.3553830556,0.0,None
P228+30,228.167604167,29.9307202778,0.0,None
P335+66,335.557395833,65.8458766667,0.0,None
P158+67,158.065666667,67.1931094444,0.0,None
P274+28,274.632645833,27.7198277778,0.0,None
P191+62,191.270166667,62.3512916667,8.01, 441692
P057+54,57.9579458333,54.0012244444,0.0,None
P191+67,191.6118625,67.3692341667,8.01, 584283
P065+57,65.4907,56.56909,0.0,None
P279+30,279.030266667,30.2615305556,0.0,None
P232+37,232.919641667,37.4882269444,0.0,None
P070+19,70.492225,18.9603880556,0.0,None
P099+22,99.515875,21.6770525,0.0,None
P046+01,46.5541666667,1.20072361111,0.0,None
P090+12,90.3718916667,11.5743327778,0.0,None
P041+01,41.376225,1.15811694444,0.0,None
P167+07,167.709733333,7.01449166667,0.0,None
P090+17,90.8631041667,16.5979786111,0.0,None
P041+04,41.4996041667,3.66936638889,0.0,None
P261+53,261.805079167,52.7283669444,0.0,None
P261+58,261.370133333,57.7438316667,0.0,None
P187+25,187.210141667,24.6871088889,0.0,None
P316+66,316.624345833,65.6863175,0.0,None
P187+27,187.123195833,27.1966266667,0.0,None
P011+44,11.9437333333,43.5784863889,0.0,None
P061+69,61.4219,69.0802575,0.0,None
P185+07,185.967891667,7.11011472222,0.0,None
P199+17,199.094816667,17.2199333333,0.0,None
P021+26,21.9547,26.0954875,0.0,None
P021+21,21.6742208333,21.0729433333,0.0,None
P204+07,204.229854167,7.20681027778,0.0,None
P317+71,317.565970833,70.7094727778,0.0,None
P204+02,204.5249375,2.18827777778,0.0,None
P192+05,192.036166667,4.63182055556,0.0,None
P253+02,253.74665,2.47680944444,8.28, 569661 570769
P133+19,133.528691667,19.3779116667,0.0,None
P24Hetdex20,187.40696,45.33236,8.01, 232877
P218+20,218.7164875,19.8368025,0.0,None
P306+20,306.934341667,20.4348536111,0.0,None
P306+23,306.532675,22.9417019444,0.0,None
P227+22,227.99015,22.3997625,0.0,None
P194+02,194.163629167,2.13287,0.0,None
P156+65,156.426545833,64.676445,8.01, 573967
P306+28,306.835204167,27.9644333333,0.0,None
P245+68,245.822225,67.6765308333,0.0,None
P299+45,299.048666667,45.4715052778,0.0,None
P166+22,166.466325,22.0684361111,0.0,None
P299+40,299.615041667,40.4564666667,0.0,None
P256+18,256.056075,17.5526933333,0.0,None
P354+41,354.2363625,40.9145163889,0.0,None
P281+38,281.96235,37.8125666667,0.0,None
P294+10,294.8163125,10.2989966667,0.0,None
P029+29,29.167625,28.6671238889,0.0,None
P028+24,28.2603041667,23.6393422222,0.0,None
P177+42,177.803408333,42.2069063889,0.0,None
P282+08,282.54435,7.69642777778,0.0,None
P066+87,66.1269708333,86.5684202778,0.0,None
P131+14,131.373566667,14.3453194444,0.0,None
P282+05,282.965195833,5.18930972222,0.0,None
P092+52,92.6600875,51.7483005556,0.0,None
P131+17,131.408145833,16.8556805556,0.0,None
P282+00,282.299754167,0.164003333333,0.0,None
P257+75,257.032441667,75.2673225,0.0,None
P282+03,282.248491667,2.67384138889,0.0,None
P073+06,73.8742333333,6.43507944444,0.0,None
P321+46,321.235104167,45.6512288889,0.0,None
P004+74,4.42693333333,73.6180972222,0.0,None
P277+00,277.122875,0.126381666667,0.0,None
P275+25,275.7103375,25.2176694444,0.0,None
P277+03,277.0660125,2.63618527778,0.0,None
P150+24,150.2009375,24.4913519444,0.0,None
P277+05,277.7671,5.15142694444,0.0,None
P046+04,46.6872416667,3.71203555556,0.0,None
P116+34,116.603233333,34.3367127778,0.0,None
P093+57,93.7729166667,56.7746555556,0.0,None
P104+42,104.635729167,41.7901383333,0.0,None
P230+42,230.348345833,42.4925736111,8.01, 374395
P134+17,134.113058333,16.8712163889,0.0,None
P354+43,354.098154167,43.42311,0.0,None
P300+00,300.418933333,0.301816666667,0.0,None
P354+46,354.653391667,45.9376830556,0.0,None
P027+21,27.2233,21.1204333333,0.0,None
P114+12,114.1590875,11.7313791667,0.0,None
P043+14,43.3155,13.7250952778,8.02, 573953 576817
P35Hetdex10,198.01315,47.49272,8.26, 234026
P071+09,71.6560625,8.92864388889,0.0,None
P043+19,43.1389375,18.7439166667,0.0,None
P142+42,142.902283333,42.0201844444,0.0,None
P252+30,252.081920833,30.0769386111,0.0,None
P020+29,20.3190625,28.5914555556,0.0,None
P174+62,174.546916667,62.2638072222,8.01, 578045
P283+28,283.4080625,27.7834683333,0.0,None
P202+42,202.294866667,42.3359097222,8.01, 400273
P135+22,135.757991667,21.9007502778,0.0,None
P174+65,174.6288875,64.7725411111,8.02, 583971 590163
P180+07,180.750891667,7.08282416667,0.0,None
P162+72,162.190333333,72.2287844444,0.0,None
P032+74,32.2061625,73.8565977778,0.0,None
P238+40,238.5722125,40.0319080556,8.03, 370060
P042+06,42.623025,6.18886388889,0.0,None
P302+48,302.32695,48.0070805556,0.0,None
P130+52,130.403045833,51.9871616667,8.27, 590149
P220+02,220.0675875,2.27359555556,0.0,None
P103+47,103.5099,46.8021155556,0.0,None
P047+34,47.8235458333,33.8424197222,0.0,None
P071+06,71.2693958333,6.41559166667,0.0,None
P152+27,152.226016667,27.0123480556,0.0,None
P047+39,47.3635291667,38.8584594444,0.0,None
P3Hetdex16,164.07334,47.49272,8.01, 232241
P103+49,103.100875,49.3089866667,0.0,None
P303+23,303.721975,22.9192713889,0.0,None
P345+33,345.678270833,33.3104552778,0.0,None
P345+31,345.145,30.7958638889,8.01, 546381
P358+33,358.07645,33.4182986111,8.02, 552169
P271+03,271.887041667,2.59934166667,0.0,None
P231+40,231.811866667,39.9914561111,8.01, 371802
P267+48,267.586891667,47.7490222222,0.0,None
P256+33,256.2180375,32.6137561111,0.0,None
P099+27,99.9935791667,26.7002736111,0.0,None
P098+12,98.2994416667,11.6285427778,0.0,None
P107+34,107.201158333,34.2773408333,0.0,None
P290+43,290.22425,42.8937405556,0.0,None
P272+08,272.0971875,7.62121,0.0,None
P059+01,59.4994083333,1.30454583333,0.0,None
P272+05,272.5693,5.11436111111,0.0,None
P168+02,168.2619875,1.99707777778,0.0,None
P168+05,168.665329167,4.50936972222,0.0,None
P313+18,313.1352,17.9749747222,0.0,None
P107+39,107.3998125,39.2982961111,0.0,None
P290+48,290.727595833,47.9169188889,0.0,None
P127+44,127.188870833,44.4397602778,0.0,None
P025+04,25.9381958333,3.53845,0.0,None
P025+01,25.8428791667,1.02729722222,0.0,None
P251+20,251.7595625,20.0348638889,0.0,None
P205+05,205.021704167,4.70092472222,0.0,None
P217+35,217.2673625,34.8884183333,8.01, 400133
P084+47,84.6206333333,46.6730002778,0.0,None
P196+20,196.709495833,19.7171216667,0.0,None
P210+47,210.028425,47.3972083333,8.7, 274093
P210+45,210.922041667,44.8922825,8.7, 274091
P080+47,80.848325,46.6459177778,0.0,None
P29Hetdex19,189.5282,52.12205,8.06, 232883
P208+10,208.076591667,9.73774333333,0.0,None
P160+02,160.494291667,1.95595,0.0,None
P024+06,24.40225,6.03540944444,0.0,None
P160+04,160.8759375,4.46816611111,0.0,None
P316+81,316.304775,80.7126902778,0.0,None
P160+09,160.81935,9.48815277778,0.0,None
P024+09,24.5157,8.54659722222,0.0,None
P014+41,14.8192375,41.0938611111,0.0,None
P252+35,252.027054167,35.0964444444,0.0,None
P137+09,137.203820833,9.358595,0.0,None
P340+76,340.364729167,75.9142913889,0.0,None
P027+09,27.1333166667,8.56895833333,0.0,None
P027+06,27.0031625,6.05765027778,0.0,None
P137+02,137.1829,1.82799805556,0.0,None
P137+04,137.51045,4.34003888889,0.0,None
P296+61,296.021416667,60.5039805556,0.0,None
P252+38,252.511333333,37.6093597222,0.0,None
P079+11,79.8054583333,11.4990986111,0.0,None
P191+02,191.573366667,2.11921555556,0.0,None
P152+02,152.722054167,1.91421055556,0.0,None
P198+67,198.350858333,67.4048538889,0.0,None
P072+01,72.4452083333,1.40399166667,0.0,None
P358+08,358.348058333,8.31977027778,0.0,None
P072+04,72.6300833333,3.91581666667,3.68, 589775
P077+04,77.8184166667,3.95406916667,0.0,None
P332+56,332.43455,55.783785,0.0,None
P2Hetdex01,161.9521,49.74803,8.01, 231167
P332+51,332.631125,50.7666377778,0.0,None
P334+58,334.706941667,58.3123913889,0.0,None
P334+53,334.948920833,53.2959194444,0.0,None
P7Hetdex11,168.31582,47.49272,9.04, 231175
P151+37,151.594804167,37.0484819444,0.0,None
P344+28,344.992441667,28.2845422222,8.01, 521962
P000+13,0.714470833333,13.3607538889,0.0,None
P000+11,0.6455875,10.8499866667,0.0,None
P344+26,344.534575,25.7705441667,0.0,None
P113+34,113.468470833,34.3171919444,8.01, 565909
P189+10,189.694641667,9.63978972222,0.0,None
P183+02,183.802708333,2.07846277778,0.0,None
P097+29,97.2020541667,29.191535,0.0,None
P330+33,330.201925,33.1775408333,0.0,None
P183+07,183.35935,7.09646277778,0.0,None
P164+25,164.428404167,24.5676727778,0.0,None
P229+48,229.172466667,47.5049313889,8.01, 402203
P229+45,229.210358333,44.9957111111,8.01, 402201
P285+60,285.514345833,60.4240322222,0.0,None
P097+27,97.0992083333,26.6809138889,0.0,None
P285+65,285.320458333,65.4396227778,0.0,None
P236+75,236.7139375,75.1390744444,0.0,None
P085+22,85.5923916667,21.5811805556,0.0,None
P186+30,186.399833333,29.7027569444,0.0,None
P351+23,351.5703125,23.3215541667,0.0,None
P078+19,78.7049875,19.0214194444,0.0,None
P258+35,258.356808333,35.1377505556,0.0,None
P258+30,258.066145833,30.1160116667,0.0,None
P094+42,94.2243416667,41.7206383333,0.0,None
P119+72,119.979683333,71.9917888889,0.0,None
P136+07,136.4189,6.84398027778,0.0,None
P093+04,93.3873291667,4.06469111111,0.0,None
P134+27,134.7993375,26.9152563889,0.0,None
P040+14,40.6510208333,13.7031694444,0.0,None
P233+22,233.590620833,22.4326513889,0.0,None
P040+19,40.4055916667,18.7212838889,0.0,None
P095+49,95.1635833333,49.2559433333,0.0,None
P233+27,233.7436375,27.4535463889,0.0,None
P147+75,147.1214625,74.6530894444,0.0,None
P188+17,188.256204167,17.1626861111,0.0,None
P188+12,188.242383333,12.14228,0.0,None
P207+25,207.16215,24.7931441667,0.0,None
P207+27,207.506441667,27.3049877778,8.02, 568171
P207+20,207.710933333,19.7760930556,0.0,None
P347+13,347.415075,13.2449827778,0.0,None
P347+11,347.470091667,10.7354277778,0.0,None
P055+51,55.1358333333,51.4695388889,0.0,None
P254+13,254.483054167,12.5222197222,0.0,None
P254+15,254.467541667,15.0322805556,0.0,None
P111+72,111.60515,71.9400902778,0.0,None
P280+18,280.502220833,17.7221583333,0.0,None
P189+30,189.3767875,29.7183866667,0.0,None
P158+50,158.891283333,49.6360072222,8.01, 345592
P33Hetdex08,193.77067,52.12205,8.02, 232251
P054+46,54.4970416667,46.4452372222,0.0,None
P299+35,299.584166667,35.4365186111,0.0,None
P244+53,244.724170833,52.6176225,8.01, 470154
P274+35,274.1956625,35.2465211111,0.0,None
P094+39,94.0265416667,39.2095127778,0.0,None
P215+17,215.359133333,17.30801,0.0,None
P348+23,348.751654167,23.2970538889,0.0,None
P348+21,348.417254167,20.7840641667,0.0,None
P215+10,215.956258333,9.78104,0.0,None
P070+24,70.7031083333,23.9821072222,0.0,None
P037+56,37.3722583333,56.343275,0.0,None
P228+60,228.142820833,60.0450388889,8.01, 470104
P185+35,185.7394125,34.7190913889,8.01, 569419
P018+56,18.7217291667,56.1848658333,0.0,None
P185+32,185.695425,32.2089930556,0.0,None
P167+32,167.347320833,32.1129055556,0.0,None
P018+54,18.4630791667,53.6732997222,0.0,None
P167+37,167.822525,37.135105,0.0,None
P287+25,287.1596125,25.301365,0.0,None
P100+02,100.928016667,1.60543166667,0.0,None
P061+72,61.8806708333,71.5908966667,0.0,None
P279+50,279.658270833,50.3440761111,0.0,None
P216+22,216.793104167,22.3360705556,0.0,None
P187+15,187.522095833,14.6485947222,0.0,None
P100+09,100.487170833,9.13302972222,0.0,None
P023+76,23.5741,76.2883644444,0.0,None
P203+37,203.5883125,37.3233661111,0.0,None
P199+65,198.999545833,64.9004688889,8.01, 586501
P021+31,21.3645125,31.1104461111,8.01, 552155
P023+79,23.45395,78.7899055556,0.0,None
P088+17,88.1621166667,16.5791158333,0.0,None
P204+72,204.9261125,72.4536527778,0.0,None
P088+14,88.6487583333,14.0724233333,0.0,None
P262+28,262.939825,27.6386575,0.0,None
P192+35,192.039879167,34.7521591667,0.0,None
P105+52,105.218541667,51.8322544444,0.0,None
P231+32,231.652391667,32.4610291667,0.0,None
P306+30,306.032129167,30.4677458333,0.0,None
P075+32,75.9191541667,31.5510377778,0.0,None
P229+65,229.631379167,65.0706025,8.01, 561349
P054+64,54.6308541667,64.010805,0.0,None
P138+34,138.5665,34.4664716667,0.0,None
P138+37,138.6261875,36.9766530556,8.01, 561385
P029+34,29.1396041667,33.6868513889,8.01, 556776
P166+35,166.853120833,34.6201686111,0.0,None
P277+35,277.366033333,35.2692116667,0.0,None
P150+14,150.081183333,14.4505261111,0.0,None
P150+17,150.347116667,16.9620552778,0.0,None
P109+32,109.377383333,31.7816027778,0.0,None
P163+62,163.425545833,62.2053794444,16.03, 544907 573647
P287+00,287.47665,0.202421944444,0.0,None
P277+33,277.74905,32.7620716667,0.0,None
P028+16,28.81475,16.1137388889,0.0,None
P325+36,325.035325,35.6438141667,0.0,None
P282+30,282.0277125,30.2832755556,0.0,None
P049+21,49.4372208333,21.3054672222,0.0,None
P22Hetdex04,183.16448,49.74803,8.01, 229511
P131+27,131.896383333,26.8985052778,0.0,None
P302+46,302.741533333,45.5006047222,0.0,None
P275+18,275.067745833,17.6827669444,0.0,None
P278+53,278.931091667,52.8482094444,0.0,None
P275+13,275.7018625,12.6670761111,0.0,None
P275+15,275.920166667,15.1787338889,0.0,None
P317+61,317.116025,60.6732158333,0.0,None
P184+15,184.846645833,14.6345830556,0.0,None
P193+37,193.826583333,37.2714861111,8.01, 569417
P075+49,75.3556625,49.1153183333,0.0,None
P181+27,181.303016667,27.1661711111,7.41, 591539
P300+10,300.078420833,10.3399313889,0.0,None
P157+62,157.873483333,62.1760944444,8.03, 591629
P104+59,104.912041667,59.3577461111,0.0,None
P300+15,300.066316667,15.3601213889,0.0,None
P178+80,178.286733333,79.8209208333,0.0,None
P209+12,209.429708333,12.2552219444,0.0,None
P353+28,353.8144625,28.3611861111,0.0,None
P182+17,182.838120833,17.1341486111,0.0,None
P182+15,182.171345833,14.6205897222,0.0,None
P139+32,139.861879167,31.9640916667,0.0,None
P029+09,29.7510791667,8.59122638889,0.0,None
P002+28,2.64292083333,28.4381247222,8.27, 547143
P022+34,22.9192458333,33.6337594444,8.01, 554937
P022+36,22.5541583333,36.1405916667,8.01, 593431
P202+70,202.282333333,69.9330972222,0.0,None
P042+61,42.6944916667,61.4054833333,7.81, 565601
P142+50,142.913654167,49.5490094444,0.0,None
P002+23,2.85108333333,23.4198388889,0.0,None
P042+64,42.8288916667,63.9152641667,0.0,None
P082+27,82.617375,26.5799130556,0.0,None
P142+55,142.268195833,54.5640791667,8.01, 521540
P229+83,229.0059125,82.5867119444,0.0,None
P283+35,283.7094125,35.3155175,0.0,None
P283+33,283.9075125,32.8070783333,0.0,None
P020+16,20.730975,16.0446052778,0.0,None
P323+56,323.233975,55.7059708333,0.0,None
P180+17,180.131625,17.1199880556,0.0,None
P162+07,162.4938,6.98691916667,0.0,None
P180+12,180.299633333,12.1007108333,0.0,None
P210+37,210.100866667,37.3586538889,0.0,None
P087+09,87.3800708333,9.04322944444,0.0,None
P218+45,218.2327875,44.932975,8.68, 276258
P146+62,146.785775,62.1158008333,0.0,None
P218+40,218.302908333,39.9138194444,8.01, 399643
P130+49,130.949520833,49.4809283333,0.0,None
P297+66,297.804595833,65.5349577778,0.0,None
P130+44,130.8156875,44.4610347222,0.0,None
P130+47,130.027645833,46.9660436111,0.0,None
P127+32,127.660833333,31.8935994444,0.0,None
P103+32,103.287954167,31.7419825,0.0,None
P103+37,103.029,36.7600477778,0.0,None
P270+15,270.553266667,15.1407908333,0.0,None
P047+06,47.8305041667,6.2315675,0.0,None
P066+54,66.7760166667,54.0696772222,0.0,None
P154+37,154.83885,37.06604,0.0,None
P211+67,211.8595375,67.4778138889,0.0,None
P249+83,249.440266667,82.7110461111,0.0,None
P211+65,211.229025,64.9664841667,0.0,None
P358+26,358.914691667,25.8955936111,8.01, 530037
P034+76,34.5582708333,76.3811702778,0.0,None
P117+52,117.799904167,51.9117563889,0.0,None
P253+23,253.2030625,22.5542177778,0.0,None
P117+57,117.4507125,56.9281805556,0.0,None
P267+50,267.4978,50.2579916667,0.0,None
P106+29,106.100591667,29.2503861111,0.0,None
P107+24,107.5730375,24.2399283333,0.0,None
P272+18,272.350966667,17.6635080556,0.0,None
P107+22,107.874325,21.7318425,0.0,None
P303+28,303.904645833,27.9407844444,0.0,None
P290+58,290.566254167,57.9531269444,0.0,None
P127+70,127.452941667,69.5299694444,0.0,None
P233+12,233.2755375,12.3905080556,0.0,None
P251+50,251.31825,50.1499613889,8.01, 560183
P127+75,127.5849375,74.5426083333,0.0,None
P312+13,312.8657125,12.9526611111,0.0,None
P060+57,60.7927166667,56.5327263889,0.0,None
P165+02,165.671941667,1.98342194444,0.0,None
P251+58,251.674204167,57.68025,0.0,None
P165+07,165.101733333,7.00073138889,0.0,None
P221+47,221.510125,47.4610166667,8.68, 259435
P221+45,221.890633333,44.9534311111,8.68, 324998
P222+22,222.391004167,22.3675905556,0.0,None
P196+55,196.054095833,54.8499813889,8.68, 261607
P201+40,201.438583333,39.8216055556,8.01, 400275
P166+27,166.759533333,27.0899563889,0.0,None
P348+18,348.543020833,18.2750486111,0.0,None
P271+00,271.94725,0.08957,0.0,None
P210+52,210.684416667,52.4194108333,32.68, 341980
P305+03,305.571629167,2.85286805556,0.0,None
P014+59,14.3382208333,58.6561947222,0.0,None
P083+69,83.2768166667,69.2432669444,0.0,None
P325+43,325.639679167,43.1784152778,0.0,None
P291+55,291.170825,55.4485761111,0.0,None
P160+15,160.7765,14.5081286111,0.0,None
P014+56,14.074875,56.1447027778,0.0,None
P014+54,14.094125,53.6357222222,0.0,None
P291+50,291.841379167,50.4349422222,0.0,None
P135+12,135.314170833,11.8579272222,0.0,None
P027+14,27.3324333333,13.5909977778,0.0,None
P121+32,121.563883333,31.8571672222,0.0,None
P027+11,27.0117708333,11.0781033333,0.0,None
P152+32,152.0721,32.0313691667,0.0,None
P079+06,79.0842208333,6.473525,0.0,None
P044+54,44.760875,53.8950633333,0.0,None
P079+09,79.5174291667,8.98685722222,0.0,None
P044+59,44.3186541667,58.9098930556,8.03, 544365
P258+43,258.475941667,42.6679258333,0.0,None
P293+35,293.231404167,35.3874611111,0.0,None
P293+33,293.151133333,32.8767186111,0.0,None
P052+41,52.6990166667,41.4115166667,0.0,None
P332+46,332.3555,45.7450619444,0.0,None
P332+43,332.743583333,43.2388694444,0.0,None
P343+18,343.0925,18.2278133333,0.0,None
P168+10,168.693158333,9.52980277778,0.0,None
P341+38,341.136,38.2909927778,0.0,None
P115+14,115.345716667,14.2489555556,0.0,None
P250+55,250.2315625,55.1616944444,0.0,None
P344+38,344.432629167,38.3195027778,0.0,None
P000+06,0.9786625,5.83252777778,0.0,None
P295+45,295.357691667,45.4428916667,0.0,None
P000+03,0.00751666666667,3.3138125,0.0,None
P189+05,189.439208333,4.61816527778,0.0,None
P006+13,6.03600833333,13.4071269444,0.0,None
P000+08,0.964129166667,8.34257694444,0.0,None
P344+36,344.168141667,35.8073158333,0.0,None
P164+32,164.291183333,32.0967722222,0.0,None
P226+42,226.840333333,42.4721261111,8.01, 371804
P164+37,164.575495833,37.1179761111,0.0,None
P330+28,330.303054167,28.1584311111,0.0,None
P119+44,119.939225,44.3962755556,0.0,None
P351+38,351.034533333,38.3768005556,0.0,None
P113+62,113.659795833,61.9222755556,0.0,None
P184+05,184.245441667,4.59094722222,0.0,None
P120+59,120.174529167,59.4536877778,0.0,None
P351+33,351.8754375,33.3642825,8.01, 546383
P209+07,209.448295833,7.23507583333,0.0,None
P351+31,351.170554167,30.8481761111,8.02, 552167
P119+49,119.0024375,49.4097061111,0.0,None
P209+02,209.705720833,2.2161575,0.0,None
P333+61,333.011720833,60.8069058333,0.0,None
P258+40,258.878104167,40.1610138889,0.0,None
P137+12,137.95925,11.8730105556,0.0,None
P258+45,258.545570833,45.1780861111,0.0,None
P094+59,94.7562,59.2902030556,0.0,None
P325+48,325.588458333,48.1973705556,0.0,None
P308+05,308.960479167,5.39041388889,0.0,None
P136+77,136.596341667,77.0980052778,0.0,None
P222+32,222.450658333,32.4077652778,9.0, 374581
P040+06,40.0194416667,6.16729972222,0.0,None
P222+30,222.194366667,29.8964388889,0.0,None
P040+09,40.2237,8.67939166667,0.0,None
P026+51,26.1137458333,51.2295972222,0.0,None
P132+12,132.669245833,11.8426958333,0.0,None
P188+20,188.461083333,19.6736441667,0.0,None
P188+22,188.822,22.1856361111,0.0,None
P254+20,254.515070833,20.0526938889,0.0,None
P207+32,207.126166667,32.32277,8.02, 568173
P207+30,207.2700625,29.8136416667,0.0,None
P254+28,254.1757625,27.5805330556,8.01, 566195
P055+49,55.6072416667,48.9636897222,0.0,None
P060+64,60.5468916667,64.0574169444,0.0,None
P347+06,347.970379167,5.71924416667,0.0,None
P109+37,109.493575,36.8019047222,0.0,None
P347+01,347.01225,0.690471111111,0.0,None
P347+03,347.044416667,3.20098833333,0.0,None
P286+35,286.882466667,35.3391294444,0.0,None
P101+14,101.994625,14.1632838889,0.0,None
P347+08,347.885254167,8.22870972222,0.0,None
P286+33,286.987933333,32.8300666667,0.0,None
P111+49,111.0475625,49.3602105556,0.0,None
P247+63,247.374279167,62.6701469444,0.0,None
P298+48,298.458258333,47.9765252778,0.0,None
P111+47,111.078041667,46.8508644444,0.0,None
P111+42,111.582845833,41.8349444444,0.0,None
P051+36,51.4496791667,36.3818055556,0.0,None
P244+48,244.519125,47.5974397222,8.01, 366812
P283+73,283.344375,72.9466380556,0.0,None
P274+00,274.5344125,0.107874166667,0.0,None
P274+03,274.474825,2.61766138889,0.0,None
P108+04,108.961666667,4.16800111111,0.0,None
P089+57,89.0468541667,56.7418213889,0.0,None
P244+43,244.402283333,42.5774716667,0.0,None
P215+05,215.411083333,4.75772277778,0.0,None
P070+39,70.6659125,39.0414905556,0.0,None
P041+21,41.103725,21.2371658333,0.0,None
P348+31,348.155708333,30.8219747222,8.01, 526635
P348+33,348.776391667,33.3373402778,8.01, 544965
P005+54,5.36797083333,53.5597630556,0.0,None
P228+17,228.918816667,17.3850747222,0.0,None
P070+37,70.7619416667,36.5323677778,0.0,None
P307+25,307.215541667,25.4572777778,0.0,None
P185+20,185.712095833,19.6592358333,0.0,None
P36Hetdex10,200.13439,45.33236,8.26, 234028
P352+53,352.308066667,53.44598,0.0,None
P118+42,118.534745833,41.8780061111,8.01, 565911
P259+60,259.354075,60.2392386111,0.0,None
P268+80,268.859354167,80.3494916667,0.0,None
P118+47,118.652966667,46.8980311111,0.0,None
P304+43,304.368966667,43.0038272222,0.0,None
P216+30,216.223145833,29.8628169444,0.0,None
P216+32,216.319125,32.3732586111,8.01, 401837
P100+19,100.620033333,19.1743527778,0.0,None
P216+37,216.616529167,37.3946113889,8.01, 401823
P021+09,21.8982416667,8.52415027778,0.0,None
P337+06,337.565616667,5.62936805556,0.0,None
P023+01,23.2540541667,1.00513638889,0.0,None
P123+14,123.358775,14.2978991667,0.0,None
P023+04,23.34485,3.51614972222,0.0,None
P021+06,21.7974,6.01308333333,0.0,None
P088+04,88.1974541667,4.02883333333,0.0,None
P138+24,138.827791667,24.4282091667,0.0,None
P002+01,2.54409583333,0.825686666667,0.0,None
P138+22,138.548154167,21.9166288889,0.0,None
P105+44,105.456583333,44.3051863889,0.0,None
P192+27,192.9449625,27.22725,3.86, 592967
P138+29,138.770370833,29.4478311111,8.01, 561383
P007+03,7.78607916667,3.38158472222,0.0,None
P245+40,245.336595833,40.0735702778,8.01, 369494
P062+19,62.282525,18.8974441667,0.0,None
P004+56,4.78487083333,56.0640336111,0.0,None
P208+15,208.932045833,14.7626066667,0.0,None
P251+28,251.2554375,27.5617027778,0.0,None
P191+40,191.329091667,39.7680186111,8.01, 350668
P191+42,191.7923875,42.2801713889,8.68, 343258
P032+56,32.7023791667,56.3041077778,0.0,None
